Runtime

1 38.7765
2 19.7797
4 11.724
8 9.98642
12 11.0069
14 11.2901
16 10.8216
20 11.2555
24 11.3564
28 11.5171Runtime
Runtime

1 234.327
2 119.228
4 60.469
8 63.9351
12 65.3398
14 66.6156
16 64.3843
20 65.0719
24 63.7903
28 63.6239
