Runtime

1 10.0983
2 5.35285
4 3.00236
8 2.604
12 3.06585
14 3.10257
16 3.09175
20 3.34863
24 3.30943
28 3.51115Runtime
Runtime

1 59.4609
2 30.0943
4 15.7639
8 15.4543
12 17.2831
14 17.2648
16 16.909
20 17.1827
24 17.2903
28 17.4899
