Runtime

1 148.756
2 75.5913
4 43.7266
8 41.6227
12 41.6717
14 43.0515
16 41.1751
20 41.3591
24 41.3349
28 41.592Runtime

Runtime

1 925.615
2 466.878
4 249.582
8 245.242
12 263.53
14 258.079
16 247.648
20 249.296
24 244.921
28 245.542
