Runtime

1 85.0649
2 44.6729
4 25.0112
8 22.4354
12 23.7319
14 23.8517
16 23.3883
20 23.6176
24 23.6258
28 23.8842Runtime
Runtime

1 524.103
2 263.674
4 136.845
8 135.428
12 143.8
14 143.586
16 144.167
20 146.885
24 143.586
28 141.914
